XP,0.139362123,0
school tomorrow .,0.139239584,0
epic,0.138967671,0
braces,0.138832118,0
was fun,0.137609024,0
geometry,0.136772897,2.73E-305
funn,0.136205468,6.57E-301
:D D,0.135638946,2.35E-299
(;,0.135577792,1.55E-298
formspring,0.135450323,2.00E-299
my room,0.13530126,1.03E-297
was amazing,0.135188478,9.10E-297
going to school,0.134745693,1.32E-295
 =d,0.134197527,8.20E-294
text me,0.133961879,1.20E-292
no school tomorrow,0.133714741,3.07E-291
rate you,0.133461937,1.48E-290
awkward,0.133258615,1.61E-289
like this if,0.133228699,4.04E-289
:|,0.132046085,4.76E-284
so bored,0.131583021,4.14E-282
