wanna,0.074661622,7.06E-89
midterm,0.073726457,9.86E-87
hit me up,0.071823904,1.89E-81
to study,0.071465819,3.05E-81
finals,0.07100114,2.93E-80
day of classes,0.07050419,4.52E-79
im,0.070249166,1.65E-78
haha,0.070207857,4.83E-78
fucked,0.069756697,2.34E-76
lab,0.069705309,2.95E-77
fml,0.069520913,8.45E-77
college,0.067942778,3.03E-73
professor,0.067802639,6.22E-73
bitches,0.067229984,1.24E-71
last final,0.066981951,4.12E-71
class tomorrow,0.066771525,1.27E-70
dorm,0.066653999,2.05E-70
fuck you,0.066465309,3.06E-69
the library,0.066257776,2.12E-69
library,0.066176689,2.83E-69
lectures,0.06586909,1.07E-68
final,0.064902564,2.32E-66
<3,0.064335507,1.22E-60
this paper,0.064299247,2.65E-65
21,0.063308984,2.97E-63
interview,0.063307305,3.06E-63
misses,0.062779782,9.77E-62
drunk,0.062675083,7.27E-62
paper,0.06224556,4.95E-61
roomie,0.062151174,1.12E-60
damn,0.062136341,1.96E-60
this shit,0.061926942,3.67E-60
go home,0.061851093,8.76E-60
page paper,0.06150347,1.50E-59
i wanna,0.061188528,1.21E-58
roommates,0.060593053,1.01E-57
tattoo,0.059614193,1.23E-55
class today,0.05958141,1.09E-55
hahaha,0.059191655,9.21E-55
wat,0.05847824,1.39E-53
cant,0.058365617,2.30E-53
sem,0.057999322,1.18E-52
ko,0.057880765,1.99E-52
ka,0.057878024,1.99E-52
done with,0.057147386,6.51E-51
na,0.057137257,4.93E-51
bullshit,0.056674734,5.04E-50
bitch,0.056648381,4.08E-50
tym,0.056539461,6.74E-50
class,0.055825716,1.49E-48
dnt,0.055820122,1.58E-48
got off work,0.055762663,1.78E-48
cant wait to,0.055624946,6.53E-48
hit me,0.055329368,1.74E-47
shitty,0.05501523,5.33E-47
wants to go,0.054760611,1.60E-46
lecture,0.054442366,4.53E-46
off work,0.054356498,8.08E-46
fucked up,0.054354108,1.41E-45
lyf,0.054205709,1.15E-45
bt,0.053904394,3.97E-45
presentation,0.053819857,5.72E-45
shift,0.053769223,6.89E-45
as fuck,0.053573137,2.95E-44
 =),0.053460999,3.18E-44
hai,0.053446984,3.41E-44
internship,0.053438443,2.65E-44
work work,0.053202881,6.92E-44
studying for,0.052927708,2.46E-43
bday,0.05283334,6.10E-43
papers,0.052783383,4.00E-43
ill be,0.052567368,8.80E-43
ppl,0.052414846,1.78E-42
my room,0.05238279,2.60E-42
missin,0.052188963,5.78E-42
.. haha,0.052164576,5.84E-42
wen,0.051982068,9.57E-42
